Name,Status,Position,Nation,Age,Rating,Playstyle,Market Value,Window Signed,Loaned/Transferred From,Loan Length,Contracted Team,PositionOrder
Jerónimo Barrera,The Draft,AMF,Colombia,21.0,65.0,Hole Player,5000000,,,,,3.4
Lucas Cornejo,The Draft,AMF,Argentina,20.0,65.0,Hole Player,5000000,,,,,3.4
Martín Fernández,The Draft,AMF,Uruguay,22.0,65.0,Hole Player,5000000,,,,,3.4
Marwan Al Sahafi,The Draft,AMF,Saudi Arabia,21.0,65.0,Hole Player,5000000,,,,,3.4
Miguel Nogueira,The Draft,AMF,Portugal,20.0,65.0,Hole Player,5000000,,,,,3.4
Muhd. Mukhairi Ajmal,The Draft,AMF,Malaysia,24.0,65.0,Hole Player,5000000,,,,,3.4
Nattawut Sombatyotha,The Draft,AMF,Thailand,29.0,65.0,Hole Player,5000000,,,,,3.4
Nicolas Pays,The Draft,AMF,France,22.0,65.0,Hole Player,5000000,,,,,3.4
Omer Al Malki,The Draft,AMF,Oman,31.0,65.0,Hole Player,2000000,,,,,3.4
Rayan Lutin,The Draft,AMF,Comoros,22.0,65.0,Hole Player,5000000,,,,,3.4
Rayane Bounida,The Draft,AMF,Belgium,19.0,65.0,Hole Player,5000000,,,,,3.4
Salifou Diarrassouba,The Draft,AMF,Burkina Faso,24.0,65.0,Hole Player,5000000,,,,,3.4
Thanawat S.,The Draft,AMF,Thailand,25.0,65.0,Hole Player,5000000,,,,,3.4
Will Alves,The Draft,AMF,England,20.0,65.0,Hole Player,5000000,,,,,3.4
Youssef Jalbosh,The Draft,AMF,Jordan,27.0,65.0,Hole Player,5000000,,,,,3.4
Martim Watts,The Draft,AMF,Portugal,20.0,65.0,None,5000000,,,,,3.4
Abdulwahab Al Malood,The Draft,AMF,Bahrain,35.0,66.0,Classic No. 10,2000000,,,,,3.4
Alejandro Galindo,The Draft,AMF,Guatemala,33.0,66.0,Classic No. 10,2000000,,,,,3.4
Endrick,The Draft,AMF,Malaysia,30.0,66.0,Classic No. 10,2000000,,,,,3.4
Mikel Goti,The Draft,AMF,Spain,23.0,66.0,Classic No. 10,5000000,,,,,3.4
Ren Asakura,The Draft,AMF,Japan,24.0,66.0,Classic No. 10,5000000,,,,,3.4
Ahmed Al-Rawi,The Draft,AMF,Qatar,21.0,66.0,Creative Playmaker,5000000,,,,,3.4
Amorim,The Draft,AMF,Brazil,20.0,66.0,Creative Playmaker,5000000,,,,,3.4
Andri Syahputra,The Draft,AMF,Qatar,26.0,66.0,Creative Playmaker,5000000,,,,,3.4
Ángel Rico,The Draft,AMF,Mexico,20.0,66.0,Creative Playmaker,5000000,,,,,3.4
Axel Encinas,The Draft,AMF,Argentina,21.0,66.0,Creative Playmaker,5000000,,,,,3.4
Carlos Paternina,The Draft,AMF,Colombia,24.0,66.0,Creative Playmaker,5000000,,,,,3.4
Dali,The Draft,AMF,Brazil,25.0,66.0,Creative Playmaker,5000000,,,,,3.4
David Pejičić,The Draft,AMF,Slovenia,18.0,66.0,Creative Playmaker,5000000,,,,,3.4
Diyor Kholmatov,The Draft,AMF,Uzbekistan,23.0,66.0,Creative Playmaker,5000000,,,,,3.4
Faisal Al Harbi,The Draft,AMF,Kuwait,34.0,66.0,Creative Playmaker,2000000,,,,,3.4
Felipe Chamorro,The Draft,AMF,Chile,24.0,66.0,Creative Playmaker,5000000,,,,,3.4
Francisco Marchant,The Draft,AMF,Chile,19.0,66.0,Creative Playmaker,5000000,,,,,3.4
Ignacio Tapia,The Draft,AMF,Argentina,21.0,66.0,Creative Playmaker,5000000,,,,,3.4
Jakkaphan Kaewprom,The Draft,AMF,Thailand,37.0,66.0,Creative Playmaker,2000000,,,,,3.4
Jaylan Pearman,The Draft,AMF,Australia,19.0,66.0,Creative Playmaker,5000000,,,,,3.4
Josy Pérez,The Draft,AMF,Colombia,26.0,66.0,Creative Playmaker,5000000,,,,,3.4
Kauan Lindes,The Draft,AMF,Brazil,22.0,66.0,Creative Playmaker,5000000,,,,,3.4
Kauan Santos,The Draft,AMF,Brazil,21.0,66.0,Creative Playmaker,5000000,,,,,3.4
Keita Nakamura,The Draft,AMF,Japan,32.0,66.0,Creative Playmaker,2000000,,,,,3.4
Lautaro Godoy,The Draft,AMF,Argentina,22.0,66.0,Creative Playmaker,5000000,,,,,3.4
Mauro Smarra Vargas,The Draft,AMF,Argentina,26.0,66.0,Creative Playmaker,5000000,,,,,3.4
Mohammad Qasem,The Draft,AMF,Iraq,28.0,66.0,Creative Playmaker,5000000,,,,,3.4
Nils Reichmuth,The Draft,AMF,Switzerland,23.0,66.0,Creative Playmaker,5000000,,,,,3.4
Oh Hu-Seong,The Draft,AMF,Korea Republic,26.0,66.0,Creative Playmaker,5000000,,,,,3.4
Patrick Verhon,The Draft,AMF,Brazil,21.0,66.0,Creative Playmaker,5000000,,,,,3.4
Saleh Ratib,The Draft,AMF,Jordan,31.0,66.0,Creative Playmaker,2000000,,,,,3.4
Santiago Segovia,The Draft,AMF,Argentina,18.0,66.0,Creative Playmaker,5000000,,,,,3.4
Santiago Villarreal,The Draft,AMF,Argentina,20.0,66.0,Creative Playmaker,5000000,,,,,3.4
Sergio Oregel,The Draft,AMF,United States,20.0,66.0,Creative Playmaker,5000000,,,,,3.4
Tomás Salazar,The Draft,AMF,Colombia,25.0,66.0,Creative Playmaker,5000000,,,,,3.4
Walid Bouabdeli,The Draft,AMF,France,25.0,66.0,Creative Playmaker,5000000,,,,,3.4
Worachit K.,The Draft,AMF,Thailand,28.0,66.0,Creative Playmaker,5000000,,,,,3.4
Yago Noal,The Draft,AMF,Brazil,18.0,66.0,Creative Playmaker,5000000,,,,,3.4
Yudai Tanaka,The Draft,AMF,Japan,26.0,66.0,Creative Playmaker,5000000,,,,,3.4
Koki Oshima,The Draft,AMF,Japan,29.0,66.0,Dummy Runner,5000000,,,,,3.4
Ander Madariaga,The Draft,AMF,Spain,23.0,66.0,Hole Player,5000000,,,,,3.4
Anon Amornlertsak,The Draft,AMF,Thailand,28.0,66.0,Hole Player,5000000,,,,,3.4
Ariel Muñoz,The Draft,AMF,Argentina,25.0,66.0,Hole Player,5000000,,,,,3.4
Eid Al Rashedi,The Draft,AMF,Kuwait,30.0,66.0,Hole Player,2000000,,,,,3.4
Ekanit Panya,The Draft,AMF,Thailand,26.0,66.0,Hole Player,5000000,,,,,3.4
Federico Accornero,The Draft,AMF,Italy,21.0,66.0,Hole Player,5000000,,,,,3.4
John Patrick,The Draft,AMF,Republic of Ireland,22.0,66.0,Hole Player,5000000,,,,,3.4
Jonathan Asp Jensen,The Draft,AMF,Denmark,19.0,66.0,Hole Player,5000000,,,,,3.4
Jonathan Bustos,The Draft,AMF,Argentina,31.0,66.0,Hole Player,2000000,,,,,3.4
Josh Duffus,The Draft,AMF,England,21.0,66.0,Hole Player,5000000,,,,,3.4
Joshua Mancha,The Draft,AMF,Mexico,21.0,66.0,Hole Player,5000000,,,,,3.4
Juan Pablo Arango,The Draft,AMF,Argentina,20.0,66.0,Hole Player,5000000,,,,,3.4
Justin Ingram,The Draft,AMF,United States,27.0,66.0,Hole Player,5000000,,,,,3.4
Kaká Mendes,The Draft,AMF,Brazil,32.0,66.0,Hole Player,2000000,,,,,3.4
Kang Yun-Gu,The Draft,AMF,Korea Republic,23.0,66.0,Hole Player,5000000,,,,,3.4
Kevin Altez,The Draft,AMF,Uruguay,21.0,66.0,Hole Player,5000000,,,,,3.4
Khalid Al Baloushi,The Draft,AMF,United Arab Emirates,26.0,66.0,Hole Player,5000000,,,,,3.4
Lee Hyun-Ju,The Draft,AMF,Korea Republic,22.0,66.0,Hole Player,5000000,,,,,3.4
Lucas Assadi,The Draft,AMF,Chile,21.0,66.0,Hole Player,5000000,,,,,3.4
Mads Larsen,The Draft,AMF,Denmark,24.0,66.0,Hole Player,5000000,,,,,3.4
Mehran Ahmadi,The Draft,AMF,IR Iran,28.0,66.0,Hole Player,5000000,,,,,3.4
Milan Vukotić,The Draft,AMF,Montenegro,23.0,66.0,Hole Player,5000000,,,,,3.4
Park Jeong-In,The Draft,AMF,Korea Republic,25.0,66.0,Hole Player,5000000,,,,,3.4
Rayvien Rosario,The Draft,AMF,Curaçao,21.0,66.0,Hole Player,5000000,,,,,3.4
Ren Ikeda,The Draft,AMF,Japan,28.0,66.0,Hole Player,5000000,,,,,3.4
Rubén Ramos Jr.,The Draft,AMF,United States,18.0,66.0,Hole Player,5000000,,,,,3.4
Rudi Molotnikov,The Draft,AMF,Scotland,19.0,66.0,Hole Player,5000000,,,,,3.4
Santiago Dalmasso,The Draft,AMF,Argentina,21.0,66.0,Hole Player,5000000,,,,,3.4
Song Ui-Young,The Draft,AMF,Singapore,32.0,66.0,Hole Player,2000000,,,,,3.4
Teppei Yachida,The Draft,AMF,Japan,24.0,66.0,Hole Player,5000000,,,,,3.4
Thiraphon Yoyoei,The Draft,AMF,Thailand,31.0,66.0,Hole Player,2000000,,,,,3.4
Valdemar Byskov,The Draft,AMF,Denmark,20.0,66.0,Hole Player,5000000,,,,,3.4
Yashir Islame,The Draft,AMF,Palestine,34.0,66.0,Hole Player,2000000,,,,,3.4
Yasir Hanapi,The Draft,AMF,Singapore,36.0,66.0,Hole Player,2000000,,,,,3.4
Adalid Terrazas,The Draft,AMF,Bolivia,25.0,67.0,Classic No. 10,5000000,,,,,3.4
Baptiste Mouazan,The Draft,AMF,France,24.0,67.0,Classic No. 10,5000000,,,,,3.4
Franco González,The Draft,AMF,Uruguay,21.0,67.0,Classic No. 10,5000000,,,,,3.4
Joel López Pissano,The Draft,AMF,Argentina,28.0,67.0,Classic No. 10,5000000,,,,,3.4
Kevin David Salazar,The Draft,AMF,Colombia,29.0,67.0,Classic No. 10,5000000,,,,,3.4
Ömer Beyaz,The Draft,AMF,Türkiye,22.0,67.0,Classic No. 10,5000000,,,,,3.4
Pedro Alemañ,The Draft,AMF,Spain,23.0,67.0,Classic No. 10,5000000,,,,,3.4
Reza Shekari,The Draft,AMF,IR Iran,27.0,67.0,Classic No. 10,5000000,,,,,3.4
Themba Zwane,The Draft,AMF,South Africa,36.0,67.0,Classic No. 10,2000000,,,,,3.4
Adrián Fernández,The Draft,AMF,Argentina,24.0,67.0,Creative Playmaker,5000000,,,,,3.4
Alessandro Riep,The Draft,AMF,Argentina,22.0,67.0,Creative Playmaker,5000000,,,,,3.4
Álex Cardero,The Draft,AMF,Spain,22.0,67.0,Creative Playmaker,5000000,,,,,3.4
Andrea Orlandi,The Draft,AMF,Italy,18.0,67.0,Creative Playmaker,5862500,,,,,3.4
Antonio Vergara,The Draft,AMF,Italy,22.0,67.0,Creative Playmaker,5000000,,,,,3.4
Brandon Dominguès,The Draft,AMF,France,25.0,67.0,Creative Playmaker,5000000,,,,,3.4
Chuki,The Draft,AMF,Spain,21.0,67.0,Creative Playmaker,5000000,,,,,3.4
Delio Ramírez,The Draft,AMF,Colombia,25.0,67.0,Creative Playmaker,5000000,,,,,3.4
Enzo Hoyos,The Draft,AMF,Argentina,25.0,67.0,Creative Playmaker,5000000,,,,,3.4
Esteban Beltrán,The Draft,AMF,Colombia,26.0,67.0,Creative Playmaker,5000000,,,,,3.4
Faysal Bettache,The Draft,AMF,England,25.0,67.0,Creative Playmaker,5000000,,,,,3.4
Giacomo Olzer,The Draft,AMF,Italy,24.0,67.0,Creative Playmaker,5000000,,,,,3.4
Göktan Gürpüz,The Draft,AMF,Türkiye,22.0,67.0,Creative Playmaker,5000000,,,,,3.4
Guilherme Estrella,The Draft,AMF,Brazil,20.0,67.0,Creative Playmaker,5000000,,,,,3.4
Harry Howell,The Draft,AMF,England,17.0,67.0,Creative Playmaker,6562500,,,,,3.4
Harvey Vale,The Draft,AMF,England,22.0,67.0,Creative Playmaker,5000000,,,,,3.4
Hidetoshi Takeda,The Draft,AMF,Japan,24.0,67.0,Creative Playmaker,5000000,,,,,3.4
Hikaru Arai,The Draft,AMF,Japan,26.0,67.0,Creative Playmaker,5000000,,,,,3.4
J.C. Ngando,The Draft,AMF,France,26.0,67.0,Creative Playmaker,5000000,,,,,3.4
Jakub Kałuziński,The Draft,AMF,Poland,23.0,67.0,Creative Playmaker,5000000,,,,,3.4
Jhon Méndez,The Draft,AMF,Colombia,21.0,67.0,Creative Playmaker,5000000,,,,,3.4
Jhon Solís,The Draft,AMF,Colombia,26.0,67.0,Creative Playmaker,5000000,,,,,3.4
Joan Cruz,The Draft,AMF,Chile,22.0,67.0,Creative Playmaker,5000000,,,,,3.4
Juan Ávalo,The Draft,AMF,Colombia,24.0,67.0,Creative Playmaker,5000000,,,,,3.4
Juan Torres,The Draft,AMF,Colombia,21.0,67.0,Creative Playmaker,5000000,,,,,3.4
Kakeru Yamauchi,The Draft,AMF,Japan,23.0,67.0,Creative Playmaker,5000000,,,,,3.4
Kauan Rodrigues,The Draft,AMF,Brazil,20.0,67.0,Creative Playmaker,5000000,,,,,3.4
Kauê,The Draft,AMF,Brazil,21.0,67.0,Creative Playmaker,5000000,,,,,3.4
Kazaki Nakagawa,The Draft,AMF,Japan,30.0,67.0,Creative Playmaker,2187500,,,,,3.4
Keita Ueda,The Draft,AMF,Japan,23.0,67.0,Creative Playmaker,5000000,,,,,3.4
Koya Okuda,The Draft,AMF,Japan,31.0,67.0,Creative Playmaker,2000000,,,,,3.4
Kyota Mochii,The Draft,AMF,Japan,26.0,67.0,Creative Playmaker,5000000,,,,,3.4
Malik Sellouki,The Draft,AMF,France,25.0,67.0,Creative Playmaker,5000000,,,,,3.4
Matěj Šín,The Draft,AMF,Czechia,21.0,67.0,Creative Playmaker,5000000,,,,,3.4
Matías Plaza,The Draft,AMF,Chile,24.0,67.0,Creative Playmaker,5000000,,,,,3.4
Merwan Ifnaoui,The Draft,AMF,France,27.0,67.0,Creative Playmaker,5000000,,,,,3.4
Miguel Terceros,The Draft,AMF,Bolivia,21.0,67.0,Creative Playmaker,5000000,,,,,3.4
Nordine Kandil,The Draft,AMF,Morocco,24.0,67.0,Creative Playmaker,5000000,,,,,3.4
Pablo Baianinho,The Draft,AMF,Brazil,22.0,67.0,Creative Playmaker,5000000,,,,,3.4
Paulo Josué,The Draft,AMF,Malaysia,36.0,67.0,Creative Playmaker,2000000,,,,,3.4
Randy Schneider,The Draft,AMF,Philippines,24.0,67.0,Creative Playmaker,5000000,,,,,3.4
Ryota Aoki,The Draft,AMF,Japan,29.0,67.0,Creative Playmaker,5000000,,,,,3.4
Sanrawat Dechmitr,The Draft,AMF,Thailand,36.0,67.0,Creative Playmaker,2000000,,,,,3.4
Taishi Semba,The Draft,AMF,Japan,26.0,67.0,Creative Playmaker,5000000,,,,,3.4
Taro Sugimoto,The Draft,AMF,Japan,29.0,67.0,Creative Playmaker,5000000,,,,,3.4
Tobías Medina,The Draft,AMF,Argentina,21.0,67.0,Creative Playmaker,5000000,,,,,3.4
Tomás Muro,The Draft,AMF,Argentina,23.0,67.0,Creative Playmaker,5000000,,,,,3.4
Wataru Tanaka,The Draft,AMF,Japan,25.0,67.0,Creative Playmaker,5000000,,,,,3.4
Yoshiki Torikai,The Draft,AMF,Japan,27.0,67.0,Creative Playmaker,5000000,,,,,3.4
Yoshio Koizumi,The Draft,AMF,Japan,29.0,67.0,Creative Playmaker,5000000,,,,,3.4
Yuki Horigome,The Draft,AMF,Japan,33.0,67.0,Creative Playmaker,2000000,,,,,3.4
Yuta Kamiya,The Draft,AMF,Japan,28.0,67.0,Creative Playmaker,5000000,,,,,3.4
Adam Swandi,The Draft,AMF,Singapore,29.0,67.0,Hole Player,5000000,,,,,3.4
Alfie Devine,The Draft,AMF,England,21.0,67.0,Hole Player,5000000,,,,,3.4
Amir H. Hosseinzadeh,The Draft,AMF,IR Iran,25.0,67.0,Hole Player,5000000,,,,,3.4
Andrea Franzoni,The Draft,AMF,Italy,28.0,67.0,Hole Player,5000000,,,,,3.4
Antonio Pacheco,The Draft,AMF,Spain,23.0,67.0,Hole Player,5000000,,,,,3.4
Axel Camblan,The Draft,AMF,France,22.0,67.0,Hole Player,5000000,,,,,3.4
Choi Kyoung-Rok,The Draft,AMF,Korea Republic,30.0,67.0,Hole Player,2187500,,,,,3.4
Dominik Pech,The Draft,AMF,Czechia,19.0,67.0,Hole Player,5162500,,,,,3.4
Edoardo Saporiti,The Draft,AMF,Italy,24.0,67.0,Hole Player,5000000,,,,,3.4
Gerardo Valenzuela,The Draft,AMF,United States,21.0,67.0,Hole Player,5000000,,,,,3.4
Ibrahim Olawoyin,The Draft,AMF,Nigeria,28.0,67.0,Hole Player,5000000,,,,,3.4
Isaias Del Pupo,The Draft,AMF,Argentina,22.0,67.0,Hole Player,5000000,,,,,3.4
Israel Suero,The Draft,AMF,Spain,31.0,67.0,Hole Player,2000000,,,,,3.4
Jeison Mena,The Draft,AMF,Colombia,23.0,67.0,Hole Player,5000000,,,,,3.4
Josh Stokes,The Draft,AMF,England,21.0,67.0,Hole Player,5000000,,,,,3.4
Juan Torres,The Draft,AMF,Colombia,24.0,67.0,Hole Player,5000000,,,,,3.4
Junior Olaïtan,The Draft,AMF,Benin,23.0,67.0,Hole Player,5000000,,,,,3.4
Kosuke Saito,The Draft,AMF,Japan,28.0,67.0,Hole Player,5000000,,,,,3.4
Levi Smans,The Draft,AMF,Netherlands,21.0,67.0,Hole Player,5000000,,,,,3.4
Marselino Ferdinan,The Draft,AMF,Indonesia,21.0,67.0,Hole Player,5000000,,,,,3.4
Masahiko Sugita,The Draft,AMF,Japan,30.0,67.0,Hole Player,2187500,,,,,3.4
Mouhamed Diop,The Draft,AMF,Senegal,25.0,67.0,Hole Player,5000000,,,,,3.4
Myrat Annaýew,The Draft,AMF,Turkmenistan,32.0,67.0,Hole Player,2000000,,,,,3.4
Nicola Bellomo,The Draft,AMF,Italy,34.0,67.0,Hole Player,2000000,,,,,3.4
Noah Naujoks,The Draft,AMF,Netherlands,23.0,67.0,Hole Player,5000000,,,,,3.4
Sharof Mukhitdinov,The Draft,AMF,Uzbekistan,28.0,67.0,Hole Player,5000000,,,,,3.4
Taylor Richards,The Draft,AMF,England,25.0,67.0,Hole Player,5000000,,,,,3.4
Trey Nyoni,The Draft,AMF,England,18.0,67.0,Hole Player,5862500,,,,,3.4
Wikelman Carmona,The Draft,AMF,Venezuela,22.0,67.0,Hole Player,5000000,,,,,3.4
Xabi Huarte,The Draft,AMF,Spain,24.0,67.0,Hole Player,5000000,,,,,3.4
Yu Jesse Joy Yin,The Draft,AMF,"Hong Kong, China",24.0,67.0,Hole Player,5000000,,,,,3.4
Carlo Villanueva,The Draft,AMF,Chile,26.0,68.0,Classic No. 10,5000000,,,,,3.4
Gabriel Sigua,The Draft,AMF,Georgia,20.0,68.0,Classic No. 10,5000000,,,,,3.4
Gonzalo Ritacco,The Draft,AMF,Argentina,32.0,68.0,Classic No. 10,2000000,,,,,3.4
José Aldo,The Draft,AMF,Brazil,27.0,68.0,Classic No. 10,5000000,,,,,3.4
Juan Ramírez,The Draft,AMF,Colombia,23.0,68.0,Classic No. 10,5000000,,,,,3.4
Miguel Baeza,The Draft,AMF,Spain,25.0,68.0,Classic No. 10,5000000,,,,,3.4
Nicola Mosti,The Draft,AMF,Italy,27.0,68.0,Classic No. 10,5000000,,,,,3.4
Tommaso Berti,The Draft,AMF,Italy,21.0,68.0,Classic No. 10,5000000,,,,,3.4
Alisher Dzhalilov,The Draft,AMF,Tajikistan,32.0,68.0,Creative Playmaker,2000000,,,,,3.4
Amine Boutrah,The Draft,AMF,France,25.0,68.0,Creative Playmaker,5000000,,,,,3.4
Andrés Arroyo,The Draft,AMF,Colombia,23.0,68.0,Creative Playmaker,5000000,,,,,3.4
Arash Rezavand,The Draft,AMF,IR Iran,32.0,68.0,Creative Playmaker,2000000,,,,,3.4
Bledian Krasniqi,The Draft,AMF,Kosovo,24.0,68.0,Creative Playmaker,5000000,,,,,3.4
Chiheb Labidi,The Draft,AMF,Tunisia,24.0,68.0,Creative Playmaker,5000000,,,,,3.4
Cisse Sandra,The Draft,AMF,Belgium,22.0,68.0,Creative Playmaker,5000000,,,,,3.4
Dal Varešanović,The Draft,AMF,Bosnia and Herzegovina,24.0,68.0,Creative Playmaker,5000000,,,,,3.4
Dani Pérez,The Draft,AMF,Spain,20.0,68.0,Creative Playmaker,5000000,,,,,3.4
Hector Hevel,The Draft,AMF,Malaysia,29.0,68.0,Creative Playmaker,5000000,,,,,3.4
Hiroshi Kiyotake,The Draft,AMF,Japan,36.0,68.0,Creative Playmaker,2000000,,,,,3.4
Igor Miladinović,The Draft,AMF,Serbia,22.0,68.0,Creative Playmaker,5000000,,,,,3.4
Jamshid Iskanderov,The Draft,AMF,Uzbekistan,32.0,68.0,Creative Playmaker,2000000,,,,,3.4
Jeremy Rafanello,The Draft,AMF,United States,25.0,68.0,Creative Playmaker,5000000,,,,,3.4
João Rêgo,The Draft,AMF,Portugal,20.0,68.0,Creative Playmaker,5000000,,,,,3.4
Johan Martínez,The Draft,AMF,Colombia,23.0,68.0,Creative Playmaker,5000000,,,,,3.4
Joji Ikegami,The Draft,AMF,Japan,31.0,68.0,Creative Playmaker,2500000,,,,,3.4
José Muñoz,The Draft,AMF,Colombia,31.0,68.0,Creative Playmaker,2500000,,,,,3.4
Jota Garcês,The Draft,AMF,Portugal,32.0,68.0,Creative Playmaker,2000000,,,,,3.4
Juan Cavallaro,The Draft,AMF,Argentina,31.0,68.0,Creative Playmaker,2500000,,,,,3.4
Kazuki Kozuka,The Draft,AMF,Japan,31.0,68.0,Creative Playmaker,2500000,,,,,3.4
Komail Al Aswad,The Draft,AMF,Bahrain,31.0,68.0,Creative Playmaker,2500000,,,,,3.4
Lee Dong-Gyeong,The Draft,AMF,Korea Republic,28.0,68.0,Creative Playmaker,5000000,,,,,3.4
Lisandro Montenegro,The Draft,AMF,Argentina,22.0,68.0,Creative Playmaker,5000000,,,,,3.4
Louis Leroux,The Draft,AMF,France,19.0,68.0,Creative Playmaker,6300000,,,,,3.4
Lovro Zvonarek,The Draft,AMF,Croatia,20.0,68.0,Creative Playmaker,5000000,,,,,3.4
Luis Sánchez,The Draft,AMF,Colombia,25.0,68.0,Creative Playmaker,5000000,,,,,3.4
Manuel Arteaga,The Draft,AMF,Colombia,26.0,68.0,Creative Playmaker,5000000,,,,,3.4
Mathis Suray,The Draft,AMF,Belgium,24.0,68.0,Creative Playmaker,5000000,,,,,3.4
Matías Moya,The Draft,AMF,Argentina,27.0,68.0,Creative Playmaker,5000000,,,,,3.4
Maximiliano Porcel,The Draft,AMF,Argentina,19.0,68.0,Creative Playmaker,6300000,,,,,3.4
Miguel Sousa,The Draft,AMF,Portugal,27.0,68.0,Creative Playmaker,5000000,,,,,3.4
Nick Firmino,The Draft,AMF,Brazil,24.0,68.0,Creative Playmaker,5000000,,,,,3.4
Nicolò Cavuoti,The Draft,AMF,Italy,22.0,68.0,Creative Playmaker,5000000,,,,,3.4
Oscar Barreto,The Draft,AMF,Colombia,32.0,68.0,Creative Playmaker,2000000,,,,,3.4
Rami Al Hajj,The Draft,AMF,Sweden,24.0,68.0,Creative Playmaker,5000000,,,,,3.4
Rodrigo Mendoza,The Draft,AMF,Spain,20.0,68.0,Creative Playmaker,5000000,,,,,3.4
Rodriguinho,The Draft,AMF,Brazil,21.0,68.0,Creative Playmaker,5000000,,,,,3.4
Rubén Díez,The Draft,AMF,Spain,32.0,68.0,Creative Playmaker,2000000,,,,,3.4
Shiloh 't Zand,The Draft,AMF,Netherlands,22.0,68.0,Creative Playmaker,5000000,,,,,3.4
Sivakorn Tiatrakul,The Draft,AMF,Thailand,31.0,68.0,Creative Playmaker,2500000,,,,,3.4
Tawanda Chirewa,The Draft,AMF,Zimbabwe,22.0,68.0,Creative Playmaker,5000000,,,,,3.4
Tomás Porra,The Draft,AMF,Argentina,21.0,68.0,Creative Playmaker,5000000,,,,,3.4
Yoshiaki Takagi,The Draft,AMF,Japan,33.0,68.0,Creative Playmaker,2000000,,,,,3.4
Talles Brener,The Draft,AMF,Brazil,27.0,68.0,Dummy Runner,5000000,,,,,3.4
Adrian Rebollar,The Draft,AMF,United States,26.0,68.0,Hole Player,5000000,,,,,3.4
Andrew Shinnie,The Draft,AMF,Scotland,36.0,68.0,Hole Player,2000000,,,,,3.4
Arturo Rodríguez,The Draft,AMF,United States,27.0,68.0,Hole Player,5000000,,,,,3.4
Bruno Xavier,The Draft,AMF,Brazil,29.0,68.0,Hole Player,5000000,,,,,3.4
Connor Rutz,The Draft,AMF,United States,28.0,68.0,Hole Player,5000000,,,,,3.4
Cristian Parano,The Draft,AMF,Argentina,26.0,68.0,Hole Player,5000000,,,,,3.4
Daniel dos Santos,The Draft,AMF,Switzerland,23.0,68.0,Hole Player,5000000,,,,,3.4
Daniel Johnson,The Draft,AMF,Jamaica,33.0,68.0,Hole Player,2000000,,,,,3.4
Dwayne Atkinson,The Draft,AMF,Jamaica,23.0,68.0,Hole Player,5000000,,,,,3.4
Emil Cuello,The Draft,AMF,Argentina,28.0,68.0,Hole Player,5000000,,,,,3.4
Gonzalo Tapia,The Draft,AMF,Chile,29.0,68.0,Hole Player,5000000,,,,,3.4
Kim Jin-Kyu,The Draft,AMF,Korea Republic,28.0,68.0,Hole Player,5000000,,,,,3.4
Luis Álvarez,The Draft,AMF,Honduras,22.0,68.0,Hole Player,5000000,,,,,3.4
Luke Harris,The Draft,AMF,Wales,20.0,68.0,Hole Player,5000000,,,,,3.4
Matteo Di Giusto,The Draft,AMF,Switzerland,25.0,68.0,Hole Player,5000000,,,,,3.4
Michel Lima,The Draft,AMF,Brazil,28.0,68.0,Hole Player,5000000,,,,,3.4
Mostafa Meshaal,The Draft,AMF,Qatar,24.0,68.0,Hole Player,5000000,,,,,3.4
Myles Peart-Harris,The Draft,AMF,England,23.0,68.0,Hole Player,5000000,,,,,3.4
Richonell Margaret,The Draft,AMF,Suriname,25.0,68.0,Hole Player,5000000,,,,,3.4
Ringo Meerveld,The Draft,AMF,Netherlands,23.0,68.0,Hole Player,5000000,,,,,3.4
Santi García,The Draft,AMF,Spain,24.0,68.0,Hole Player,5000000,,,,,3.4
Sergio Rivas,The Draft,AMF,United States,28.0,68.0,Hole Player,5000000,,,,,3.4
Soroosh Rafiei,The Draft,AMF,IR Iran,35.0,68.0,Hole Player,2000000,,,,,3.4
Tiago Serrago,The Draft,AMF,Argentina,21.0,68.0,Hole Player,5000000,,,,,3.4
Victor Jensen,The Draft,AMF,Denmark,25.0,68.0,Hole Player,5000000,,,,,3.4
Zach Zandi,The Draft,AMF,United States,29.0,68.0,Hole Player,5000000,,,,,3.4
Dejan Meleg,The Draft,AMF,Serbia,31.0,68.0,None,2500000,,,,,3.4
Denis Genreau,The Draft,AMF,Australia,26.0,69.0,Classic No. 10,5250000,,,,,3.4
Diogo Martins,The Draft,AMF,Portugal,29.0,69.0,Classic No. 10,5250000,,,,,3.4
Mattia Bottani,The Draft,AMF,Switzerland,34.0,69.0,Classic No. 10,2000000,,,,,3.4
Nahuel Donadell,The Draft,AMF,Chile,34.0,69.0,Classic No. 10,2000000,,,,,3.4
Ramzi Safouri,The Draft,AMF,Israel,30.0,69.0,Classic No. 10,4950000,,,,,3.4
Sarpreet Singh,The Draft,AMF,New Zealand,26.0,69.0,Classic No. 10,5250000,,,,,3.4
Tyronne,The Draft,AMF,Spain,34.0,69.0,Classic No. 10,2000000,,,,,3.4
Wiston Fernández,The Draft,AMF,Uruguay,27.0,69.0,Classic No. 10,5250000,,,,,3.4
Akiyuki Yokoyama,The Draft,AMF,Japan,28.0,69.0,Creative Playmaker,5250000,,,,,3.4
Alexander López,The Draft,AMF,Honduras,33.0,69.0,Creative Playmaker,2250000,,,,,3.4
Amine Hemia,The Draft,AMF,France,27.0,69.0,Creative Playmaker,5250000,,,,,3.4
